Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly BioSample Accession	CheckM completeness	CheckM contamination
GCF_040182365.1	ASM4018236v1	Xanthomonas sp. 10-10		10-10					GCF_040182365.1-RS_2024_06_15	Complete Genome	2024-06-16		1							PacBio Sequel	SAMN39575942	99.19	0.81
GCA_041475735.1	NCPPB3582v1_ONT	Xanthomonas sp. NCPPB 3582		NCPPB 3582					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161488	99.25	0.8
GCF_041475735.1	NCPPB3582v1_ONT	Xanthomonas sp. NCPPB 3582		NCPPB 3582					GCF_041475735.1-RS_2024_08_28	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161488	99.25	0.8
GCA_041475645.1	NCPPB3569v1_ONT	Xanthomonas sp. NCPPB 3569		NCPPB 3569					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161486	99.03	0.25
GCF_041475645.1	NCPPB3569v1_ONT	Xanthomonas sp. NCPPB 3569		NCPPB 3569					GCF_041475645.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161486	99.03	0.25
GCA_041475685.1	NCPPB3443v1_ONT	Xanthomonas sp. NCPPB 3443		NCPPB 3443					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161485	99.89	0.16
GCF_041475685.1	NCPPB3443v1_ONT	Xanthomonas sp. NCPPB 3443		NCPPB 3443					GCF_041475685.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161485	99.89	0.16
GCA_041475705.1	NCPPB3761v1_ONT	Xanthomonas sp. NCPPB 3761		NCPPB 3761					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		3							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161490	99	0.71
GCF_041475705.1	NCPPB3761v1_ONT	Xanthomonas sp. NCPPB 3761		NCPPB 3761					GCF_041475705.1-RS_2024_08_28	Complete Genome	2024-08-29		3							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161490	99	0.71
GCA_033170365.1	ASM3317036v1	Xanthomonas rydalmerensis		DAR34857					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004908	96.68	3.32
GCF_033170365.1	ASM3317036v1	Xanthomonas rydalmerensis		DAR34857					GCF_033170365.1-RS_2024_05_19	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004908	96.68	3.32
GCA_033170295.1	ASM3317029v1	Xanthomonas rydalmerensis		DAR34883					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004912	96.68	3.32
GCF_033170295.1	ASM3317029v1	Xanthomonas rydalmerensis		DAR34883					GCF_033170295.1-RS_2024_05_12	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004912	96.68	3.32
GCA_033170335.1	ASM3317033v1	Xanthomonas rydalmerensis		DAR34881					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004910	96.63	3.32
GCF_033170335.1	ASM3317033v1	Xanthomonas rydalmerensis		DAR34881					GCF_033170335.1-RS_2024_05_12	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004910	96.63	3.32
GCA_033170315.1	ASM3317031v1	Xanthomonas rydalmerensis		DAR34882					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004911	96.68	3.32
GCF_033170315.1	ASM3317031v1	Xanthomonas rydalmerensis		DAR34882					GCF_033170315.1-RS_2024_05_12	Complete Genome	2023-11-01		1							Oxford Nanopore PromethION	SAMN35004911	96.68	3.32
GCA_041475775.1	NCPPB2586v1_ONT	Xanthomonas sp. NCPPB 2586		NCPPB 2586					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161505	99.64	0.41
GCF_041475775.1	NCPPB2586v1_ONT	Xanthomonas sp. NCPPB 2586		NCPPB 2586					GCF_041475775.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161505	99.64	0.41
GCA_040203115.2	ASM4020311v2	Xanthomonas sp. WHRI 7065		WHRI 7065					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-11		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354564	99.4	0.99
GCF_040203115.2	ASM4020311v2	Xanthomonas sp. WHRI 7065		WHRI 7065					GCF_040203115.2-RS_2024_09_12	Complete Genome	2024-09-13		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354564	99.4	0.99
GCA_041475715.1	NCPPB3583v1_ONT	Xanthomonas sp. NCPPB 3583		NCPPB 3583					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161489	99.69	1.93
GCF_041475715.1	NCPPB3583v1_ONT	Xanthomonas sp. NCPPB 3583		NCPPB 3583					GCF_041475715.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161489	99.69	1.93
GCA_041475725.1	NCPPB1754v1_ONT	Xanthomonas sp. NCPPB 1754		NCPPB 1754					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		3							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161502	99.37	0.03
GCF_041475725.1	NCPPB1754v1_ONT	Xanthomonas sp. NCPPB 1754		NCPPB 1754					GCF_041475725.1-RS_2024_08_28	Complete Genome	2024-08-29		3							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161502	99.37	0.03
GCA_041481705.1	NCPPB1062v1_ONT	Xanthomonas sp. NCPPB 1062		NCPPB 1062					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161497	99.56	0.07
GCF_041481705.1	NCPPB1062v1_ONT	Xanthomonas sp. NCPPB 1062		NCPPB 1062					GCF_041481705.1-RS_2024_08_28	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161497	99.56	0.07
GCA_025665335.1	ASM2566533v1	Xanthomonas sp. AM6		AM6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-12		1							Oxford Nanopore; DNBSEQ	SAMN31047222	95.11	3.13
GCF_025665335.1	ASM2566533v1	Xanthomonas sp. AM6		AM6					GCF_025665335.1-RS_2024_05_06	Complete Genome	2022-10-12		1							Oxford Nanopore; DNBSEQ	SAMN31047222	95.11	3.13
GCA_041477645.1	NCPPB1325v1_ONT	Xanthomonas sp. NCPPB 1325		NCPPB 1325					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161499	98.92	0.73
GCF_041477645.1	NCPPB1325v1_ONT	Xanthomonas sp. NCPPB 1325		NCPPB 1325					GCF_041477645.1-RS_2024_08_28	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161499	98.92	0.73
GCA_903989465.1	ASM90398946v1	Xanthomonas sp. CPBF 426					2		Annotation submitted by CIBIO-Inbio	Complete Genome	2020-07-28		2								SAMEA7068331	98.97	0.61
GCF_903989465.1	ASM90398946v1	Xanthomonas sp. CPBF 426					2		GCF_903989465.1-RS_2024_05_12	Complete Genome	2020-07-28		2								SAMEA7068331	98.97	0.61
GCA_025666235.1	ASM2566623v1	Xanthomonas sp. CFBP 8445		CFBP 8445					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-12		1							PacBio Sequel	SAMN30161540	97.22	3.43
GCF_025666235.1	ASM2566623v1	Xanthomonas sp. CFBP 8445		CFBP 8445					GCF_025666235.1-RS_2024_05_12	Complete Genome	2022-10-12		1							PacBio Sequel	SAMN30161540	97.22	3.43
GCA_041479385.1	NCPPB1068v1_ONT	Xanthomonas sp. NCPPB 1068		NCPPB 1068					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161498	98.95	0.52
GCF_041479385.1	NCPPB1068v1_ONT	Xanthomonas sp. NCPPB 1068		NCPPB 1068					GCF_041479385.1-RS_2024_08_28	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161498	98.95	0.52
GCA_040202355.2	ASM4020235v2	Xanthomonas sp. WHRI 7064		WHRI 7064					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-28		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354563	99.71	0.25
GCF_040202355.2	ASM4020235v2	Xanthomonas sp. WHRI 7064		WHRI 7064					GCF_040202355.2-RS_2024_08_29	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354563	99.71	0.25
GCA_041228075.1	NCPPB2632v1_ONT	Xanthomonas sp. NCPPB 2632		NCPPB 2632					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-12		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161506	85.82	7.02
GCF_041228075.1	NCPPB2632v1_ONT	Xanthomonas sp. NCPPB 2632		NCPPB 2632					GCF_041228075.1-RS_2024_08_13	Complete Genome	2024-08-14		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161506	85.82	7.02
GCA_041475785.1	NCPPB2865v1_ONT	Xanthomonas sp. NCPPB 2865		NCPPB 2865					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161510	99.02	0.74
GCF_041475785.1	NCPPB2865v1_ONT	Xanthomonas sp. NCPPB 2865		NCPPB 2865					GCF_041475785.1-RS_2024_08_28	Complete Genome	2024-08-29		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161510	99.02	0.74
GCA_041475745.1	NCPPB2866v1_ONT	Xanthomonas sp. NCPPB 2866		NCPPB 2866					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161511	99.02	0.74
GCF_041475745.1	NCPPB2866v1_ONT	Xanthomonas sp. NCPPB 2866		NCPPB 2866					GCF_041475745.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161511	99.02	0.74
GCA_018831305.1	ASM1883130v1	Xanthomonas sp. MLO165		MLO165					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-10		1							PacBio	SAMN08374173	99.02	0.54
GCF_018831305.1	ASM1883130v1	Xanthomonas sp. MLO165		MLO165					GCF_018831305.1-RS_2024_05_12	Complete Genome	2021-06-10		1							PacBio	SAMN08374173	99.02	0.54
GCA_040202385.2	ASM4020238v2	Xanthomonas sp. WHRI 6108		WHRI 6108					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-10		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354559	99.02	0.5
GCF_040202385.2	ASM4020238v2	Xanthomonas sp. WHRI 6108		WHRI 6108					GCF_040202385.2-RS_2024_09_11	Complete Genome	2024-09-12		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354559	99.02	0.5
GCA_041475635.1	NCPPB1638v1_ONT	Xanthomonas sp. NCPPB 1638		NCPPB 1638					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-26		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161501	98.16	1.58
GCF_041475635.1	NCPPB1638v1_ONT	Xanthomonas sp. NCPPB 1638		NCPPB 1638					GCF_041475635.1-RS_2024_08_28	Complete Genome	2024-08-29		2							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN42161501	98.16	1.58
GCF_002688625.1	ASM268862v1	Xanthomonas citri pv. anacardii CFBP 2913		CFBP 2913					GCF_002688625.1-RS_2024_05_05	Chromosome	2017-10-24		1							Illumina HiSeq	SAMN07766623	99.14	0.58
GCF_001564415.1	ASM156441v1	Xanthomonas phaseoli pv. dieffenbachiae LMG 695		LMG 695					GCF_001564415.1-RS_2024_05_05	Chromosome	2016-02-22		1							Illumina HiSeq	SAMN04481176	99.45	0.12
GCF_030144425.1	ASM3014442v1	Xanthomonas citri pv. citri		HERB_1852					GCF_030144425.1-RS_2024_05_06	Chromosome	2023-06-01		1							Illumina	SAMN30973820	99.19	0.37
GCF_030144485.1	ASM3014448v1	Xanthomonas citri pv. citri		HERB_1865					GCF_030144485.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973823	99.19	0.37
GCF_030144445.1	ASM3014444v1	Xanthomonas citri pv. citri		HERB_1854					GCF_030144445.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973821	99.19	0.37
GCF_030144585.1	ASM3014458v1	Xanthomonas citri pv. citri		HERB_1946					GCF_030144585.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973828	99.19	0.37
GCF_030144405.1	ASM3014440v1	Xanthomonas citri pv. citri		HERB_1845					GCF_030144405.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973819	99.19	0.37
GCF_030144465.1	ASM3014446v1	Xanthomonas citri pv. citri		HERB_1859					GCF_030144465.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973822	99.19	0.37
GCF_030144605.1	ASM3014460v1	Xanthomonas citri pv. citri		HERB_1963					GCF_030144605.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973829	98.61	0.37
GCF_030144565.1	ASM3014456v1	Xanthomonas citri pv. citri		HERB_1922					GCF_030144565.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973827	99.02	0.37
GCF_030144505.1	ASM3014450v1	Xanthomonas citri pv. citri		HERB_1884					GCF_030144505.1-RS_2024_05_06	Chromosome	2023-06-01		1							Illumina	SAMN30973824	99.19	0.37
GCF_030144545.1	ASM3014454v1	Xanthomonas citri pv. citri		HERB_1915					GCF_030144545.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973826	99.06	0.37
GCF_030144525.1	ASM3014452v1	Xanthomonas citri pv. citri		HERB_1911					GCF_030144525.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973825	99.19	0.37
GCF_030144625.1	ASM3014462v1	Xanthomonas citri pv. citri		HERB_1974					GCF_030144625.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	SAMN30973830	99.06	0.37
GCF_040819615.1	Xac-JS584-G1	Xanthomonas citri pv. citri		JS584					GCF_040819615.1-RS_2024_07_24	Chromosome	2024-07-24		1							Illumina HiSeq	SAMN37578371	98.23	0.63
GCF_040819625.1	Xac-L20-G1	Xanthomonas citri pv. citri		LE20					GCF_040819625.1-RS_2024_07_24	Chromosome	2024-07-24		1							Illumina HiSeq	SAMN37581327	98.69	1
GCA_041871175.1	Xss-V2-18	Xanthomonas citri pv. malvacearum		Xss-V2-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2024-09-09		4							Oxford Nanopore PromethION; Illumina	SAMN43253478	99.52	0.35
GCF_041871175.1	Xss-V2-18	Xanthomonas citri pv. malvacearum		Xss-V2-18					GCF_041871175.1-RS_2024_09_09	Chromosome	2024-09-10		4							Oxford Nanopore PromethION; Illumina	SAMN43253478	99.52	0.35
GCA_021379025.1	ASM2137902v1	Xanthomonas citri pv. punicae		119					Annotation submitted by Central University of Kerala	Chromosome	2022-01-06		3							PacBio	SAMN20800806	98.82	0.96
GCF_021379025.1	ASM2137902v1	Xanthomonas citri pv. punicae		119					GCF_021379025.1-RS_2024_05_12	Chromosome	2022-01-06		3							PacBio	SAMN20800806	98.82	0.96
GCA_002309515.1	ASM230951v1	Xanthomonas citri pv. fuscans		Xff49					Annotation submitted by Universidade Federal de Pelotas	Chromosome	2017-09-18		4							Illumina MiSeq	SAMN07563171	95.36	4.54
GCF_002309515.1	ASM230951v1	Xanthomonas citri pv. fuscans		Xff49					GCF_002309515.1-RS_2024_05_05	Chromosome	2017-09-18		4							Illumina MiSeq	SAMN07563171	95.36	4.54
GCF_002906675.1	ASM290667v1	Xanthomonas citri pv. fuscans CFBP 6988		CFBP 6988					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2018-01-30		1							Illumina HiSeq	SAMN02645882	99.63	0.25
GCA_029224685.1	ASM2922468v1	Xanthomonas oryzae pv. oryzae		CIX4507					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-03-16		1							Oxford Nanopore + Illumina NextSeq	SAMN33312895	95.02	0.64
GCF_029224685.1	ASM2922468v1	Xanthomonas oryzae pv. oryzae		CIX4507					GCF_029224685.1-RS_2024_05_12	Chromosome	2023-03-16		1							Oxford Nanopore + Illumina NextSeq	SAMN33312895	95.02	0.64
GCA_024496045.2	ASM2449604v2	Xanthomonas oryzae pv. oryzae		PkXoo1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-03-03		1							Oxford Nanopore	SAMN29906815	95.29	0.21
GCF_024496045.2	ASM2449604v2	Xanthomonas oryzae pv. oryzae		PkXoo1					GCF_024496045.2-RS_2024_05_06	Chromosome	2023-03-03		1							Oxford Nanopore	SAMN29906815	95.29	0.21
GCA_023277425.1	ASM2327742v1	Xanthomonas oryzae pv. oryzae		1447					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-09		1							Illumina	SAMN20060269	95.07	0.24
GCF_023277425.1	ASM2327742v1	Xanthomonas oryzae pv. oryzae		1447					GCF_023277425.1-RS_2024_05_06	Chromosome	2022-05-09		1							Illumina	SAMN20060269	95.07	0.24
GCA_023277405.1	ASM2327740v1	Xanthomonas oryzae pv. oryzae		1410					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-09		1							Illumina	SAMN20060268	95.22	0.39
GCF_023277405.1	ASM2327740v1	Xanthomonas oryzae pv. oryzae		1410					GCF_023277405.1-RS_2024_05_12	Chromosome	2022-05-09		1							Illumina	SAMN20060268	95.22	0.39
GCA_023277385.1	ASM2327738v1	Xanthomonas oryzae pv. oryzae		1407					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-09		1							Illumina	SAMN20060267	95.22	0.24
GCF_023277385.1	ASM2327738v1	Xanthomonas oryzae pv. oryzae		1407					GCF_023277385.1-RS_2024_05_12	Chromosome	2022-05-09		1							Illumina	SAMN20060267	95.22	0.24
GCA_006088895.1	ASM608889v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	SAMN09068177	98.94	0.8
GCF_006088895.1	ASM608889v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc1					GCF_006088895.1-RS_2024_05_06	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	SAMN09068177	98.94	0.8
GCA_006088915.1	ASM608891v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	SAMN09068515	98.94	1.1
GCF_006088915.1	ASM608891v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc2					GCF_006088915.1-RS_2024_05_06	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	SAMN09068515	98.94	1.1
GCA_023278345.1	ASM2327834v1	Xanthomonas campestris pv. campestris		GBBC 1073					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-09		1							Illumina MiniSeq	SAMN19116158	99.37	1.21
GCF_023278345.1	ASM2327834v1	Xanthomonas campestris pv. campestris		GBBC 1073					GCF_023278345.1-RS_2024_05_06	Chromosome	2022-05-09		1							Illumina MiniSeq	SAMN19116158	99.37	1.21
GCA_019170565.1	ASM1917056v1	Xanthomonas campestris pv. campestris		Xcc-C7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2021-07-08		1							PacBio	SAMN19613641	99.4	1.21
GCF_019170565.1	ASM1917056v1	Xanthomonas campestris pv. campestris		Xcc-C7					GCF_019170565.1-RS_2024_05_12	Chromosome	2021-07-08		1							PacBio	SAMN19613641	99.4	1.21
GCA_001293445.1	ASM129344v1	Xanthomonas campestris pv. campestris		17					Annotation submitted by National Tsing Hua University	Chromosome	2015-09-18		1								SAMN03580360	98.43	1.1
GCF_001293445.1	ASM129344v1	Xanthomonas campestris pv. campestris		17					GCF_001293445.1-RS_2024_05_05	Chromosome	2015-09-18		1								SAMN03580360	98.43	1.1
GCA_001237985.1	ASM123798v1	Xanthomonas arboricola pv. juglandis		Xaj 417					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2015-08-05		1							Illumina MiSeq	SAMN03944872	99.41	1.24
GCF_001237985.1	ASM123798v1	Xanthomonas arboricola pv. juglandis		Xaj 417					GCF_001237985.1-RS_2024_05_05	Chromosome	2015-08-05		1							Illumina MiSeq	SAMN03944872	99.41	1.24
GCA_006838285.1	ASM683828v1	Xanthomonas translucens pv. cerealis		01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-07-08		1							PacBio RSII	SAMN11246188	96.23	1.92
GCF_006838285.1	ASM683828v1	Xanthomonas translucens pv. cerealis		01					GCF_006838285.1-RS_2024_05_12	Chromosome	2019-07-08		1							PacBio RSII	SAMN11246188	96.23	1.92
GCA_030369995.1	ASM3036999v1	Xanthomonas hortorum pv. vitians		BLS9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-06-28		1							Illumina	SAMN35778304	99.57	2.25
GCF_030369995.1	ASM3036999v1	Xanthomonas hortorum pv. vitians		BLS9					GCF_030369995.1-RS_2024_05_06	Chromosome	2023-06-28		1							Illumina	SAMN35778304	99.57	2.25
GCA_028010265.1	ASM2801026v1	Xanthomonas perforans		GEV1001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-01-26		4							PacBio Sequel; Illumina MiSeq	SAMN32758706	99.84	0.53
GCF_028010265.1	ASM2801026v1	Xanthomonas perforans		GEV1001					GCF_028010265.1-RS_2024_09_08	Chromosome	2023-01-26		4							PacBio Sequel; Illumina MiSeq	SAMN32758706	99.84	0.53
GCF_000495275.1	Xag-CFBP2526-G1	Xanthomonas citri pv. glycines CFBP 2526		CFBP 2526					GCF_000495275.1-RS_2024_05_05	Chromosome	2013-11-06	AUWO01	4							Illumina HiSeq	SAMN02469936	99.1	0.71
GCF_000730305.1	G1	Xanthomonas euvesicatoria pv. allii CFBP 6369		CFBP 6369					GCF_000730305.1-RS_2024_05_05	Chromosome	2014-07-28	JOJQ01	3							Illumina HiSeq	SAMN02646549	99.73	1.05
GCF_000488955.1	Xaf-CFBP3836-G1	Xanthomonas euvesicatoria pv. alfalfae CFBP 3836		CFBP 3836					GCF_000488955.1-RS_2024_05_12	Chromosome	2013-10-31	AUWN01	6							Illumina HiSeq	SAMN02469938	99.84	0.03
GCA_001939965.1	ASM193996v1	Xanthomonas citri pv. citri		LM199					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-01-10	MSQV01	18							PacBio	SAMN05822798	97.97	1.65
GCF_001939965.1	ASM193996v1	Xanthomonas citri pv. citri		LM199					GCF_001939965.1-RS_2024_05_05	Chromosome	2017-01-10	MSQV01	18							PacBio	SAMN05822798	97.97	1.65
GCA_001939985.1	ASM193998v1	Xanthomonas citri pv. citri		LM180					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2017-01-10	MSQW01	10							PacBio	SAMN05823141	98.23	1.44
GCF_001939985.1	ASM193998v1	Xanthomonas citri pv. citri		LM180					GCF_001939985.1-RS_2024_05_05	Chromosome	2017-01-10	MSQW01	10							PacBio	SAMN05823141	98.23	1.44
GCF_000488895.1	Xag-CFBP7119-G1	Xanthomonas citri pv. glycines CFBP 7119		CFBP 7119					GCF_000488895.1-RS_2024_05_05	Chromosome	2013-10-31	AUWM01	4							Illumina HiSeq	SAMN02469937	99.35	0.83
GCF_000454525.1	20120625	Xanthomonas citri pv. malvacearum X20		X20					GCF_000454525.1-RS_2024_05_05	Chromosome	2013-09-04	ATMB01	4							Illumina HiSeq	SAMN02469930	98.72	0.5
GCF_000454505.1	20120625	Xanthomonas citri pv. malvacearum X18		X18					GCF_000454505.1-RS_2024_05_05	Chromosome	2013-08-29	ATMA01	4							Illumina HiSeq	SAMN02469929	99.23	0.28
